지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,2015-04-06 9:00,9.8,,1.6,290,69,8.3,4.3,1008.5,1018.9,0,0.36,,,10,3,ScAs,10,1400,1,,11.3,10.1,9.6,10.2,10.4
108,2015-04-06 10:00,11,,1.6,270,60,7.8,3.5,1008.8,1019.2,0,0.75,,,10,4,ScAs,10,1400,,,15.1,11.8,10.1,10.3,10.4
108,2015-04-06 11:00,12.8,,1,180,49,7.2,2.3,1008.5,1018.8,0.1,1.22,,,10,3,ScAs,10,1400,,,18.7,14.5,10.9,10.5,10.4
108,2015-04-06 12:00,13.9,,3.9,320,35,5.6,-1.3,1007.9,1018.1,0.4,1.34,,,10,3,ScAs,10,1600,,,17.3,15.5,12,10.9,10.4
108,2015-04-06 13:00,14.3,,3.7,270,48,7.8,3.4,1007.4,1017.6,0,1.29,,,10,2,ScAs,10,1500,,,19.2,16.1,12.6,11.3,10.4
108,2015-04-06 14:00,15,,4.2,290,36,6.1,0,1007,1017.2,0.9,2.04,,,8,2,ScAs,10,1500,,,22.5,17.3,13.4,11.7,10.5
108,2015-04-06 15:00,14.3,,4.8,270,34,5.6,-1.3,1006.8,1017,0.3,1.28,,,10,7,ScAs,10,1600,0,,17.4,16.8,14.1,12.1,10.6
108,2015-04-06 16:00,12.7,,4.6,320,36,5.3,-2,1006.8,1017.1,0,0.64,,,10,7,ScAs,10,1800,,,14.1,14.9,14,12.4,10.8
108,2015-04-06 17:00,11.7,,5.5,270,39,5.4,-1.8,1007.1,1017.4,0,0.48,,,10,6,ScAs,10,1800,,,12.3,13.5,13.5,12.6,10.9
108,2015-04-06 18:00,11,,4.7,290,44,5.8,-0.8,1007.5,1017.9,0,0.34,,,8,3,ScAc,10,1800,,,11,12.6,13,12.6,11
108,2015-04-06 19:00,10,,4.3,290,50,6.1,0,1008.1,1018.5,0,0.1,,,,,,,2000,,,8.9,11.3,12.5,12.4,11.1
108,2015-04-06 20:00,9.2,,3.2,320,52,6.1,-0.1,1008.8,1019.2,,,,,,,,,2000,,,8.2,10.1,11.8,12.2,11.1
108,2015-04-06 21:00,8.4,,3.1,290,54,6,-0.3,1009.9,1020.4,,,,,6,4,ScAs,10,1400,0,,6.9,9.4,11.3,12,11.1
108,2015-04-06 22:00,7.9,,2.5,290,52,5.6,-1.3,1010.4,1020.9,,,,,,,,,2000,,,6.8,8.7,10.7,11.7,11.1
108,2015-04-06 23:00,7.4,,3.5,290,55,5.7,-1,1010.6,1021.1,,,,,,,,,2000,,,6.4,8.4,10.3,11.4,11
108,2015-04-07 0:00,6.9,,2.4,270,58,5.8,-0.8,1010.8,1021.4,,,,,10,2,ScAs,10,1400,,,6.1,8.1,9.9,11.1,10.9
108,2015-04-07 1:00,6.9,,2,290,58,5.8,-0.8,1010.9,1021.5,,,,,,,,,2000,,,5.9,7.7,9.5,10.9,10.8
108,2015-04-07 2:00,6.6,,2.1,270,60,5.8,-0.6,1011,1021.6,,,,,,,,,2000,,,5.7,7.5,9.3,10.6,10.7
108,2015-04-07 3:00,6.2,,0.8,290,61,5.8,-0.7,1011,1021.6,,,,,10,3,ScAs,10,1400,0,,5.5,7.1,9,10.4,10.6
108,2015-04-07 4:00,6,,1.3,290,63,5.9,-0.5,1011.3,1021.9,,,,,3,3,Sc,10,1400,,,5,6.9,8.8,10.2,10.5
108,2015-04-07 5:00,5.7,,1.8,50,65,6,-0.3,1012,1022.6,,,,,6,6,Sc,10,1400,,,4.7,6.3,8.5,10,10.3
108,2015-04-07 6:00,5.8,,2.1,50,65,6,-0.2,1012.4,1023,,,,,8,2,ScAcCi,10,1400,,,5,6.3,8.2,9.7,10.2
108,2015-04-07 7:00,6.3,,2.8,50,65,6.2,0.1,1012.9,1023.5,0,0.11,,,6,6,Sc,10,1300,,,5.9,6.7,8.1,9.5,10.1
108,2015-04-07 8:00,7.7,,2.7,20,62,6.5,0.8,1012.9,1023.5,0.7,0.57,,,5,5,Sc,10,1400,,,9.4,8.1,8.2,9.5,10.1
108,2015-04-07 9:00,9.8,,3.8,90,54,6.5,0.9,1013,1023.5,1,1.11,,,3,3,Sc,10,1500,0,,14.3,10.4,8.7,9.5,10
108,2015-04-07 10:00,11.9,,2.8,90,49,6.8,1.5,1013.2,1023.6,1,1.86,,,6,6,Sc,10,1500,,,19.5,13.6,9.6,9.6,10
108,2015-04-07 11:00,11.5,,0.8,360,52,7,1.9,1013.2,1023.6,0.6,1.4,,,9,9,Sc,10,1500,,,15.1,14.6,10.9,10,9.9
108,2015-04-07 12:00,10.3,0,3.4,290,57,7.1,2.1,1013.1,1023.6,0,0.34,,,10,8,ScAs,10,1500,,1,12.5,12.4,11.3,10.3,9.9
108,2015-04-07 13:00,10.6,0,1.4,50,54,6.9,1.6,1012.5,1022.9,0,0.39,,,10,6,ScAs,10,1400,,1,12.1,12.1,11.2,10.6,9.9
108,2015-04-07 14:00,10.7,0,2.7,360,52,6.7,1.2,1012.6,1023,0,0.53,,,8,8,Sc,10,1500,,1,14.8,11.9,11.2,10.8,10
108,2015-04-07 15:00,11.4,,5.5,290,51,6.9,1.6,1012,1022.4,0.9,1.78,,,7,7,Sc,10,1400,0,,19.4,14.1,11.6,10.9,10.1
108,2015-04-07 16:00,11,,3.8,290,54,7.1,2,1011.9,1022.3,0.5,1.32,,,7,6,ScCi,10,1400,,,15.3,14.2,12.2,11.1,10.2
108,2015-04-07 17:00,10.5,,1.9,20,54,6.8,1.5,1012.3,1022.8,0,0.52,,,8,8,Sc,10,1500,,,12.6,13.1,12.4,11.4,10.3
108,2015-04-07 18:00,9.6,,4.5,50,56,6.7,1.2,1012.4,1022.9,0,0.17,,,8,6,ScCi,10,1500,,,10.1,11.8,12,11.5,10.4
108,2015-04-07 19:00,8.9,,3.6,50,61,6.9,1.7,1012.8,1023.3,0,0.07,,,,,,,2000,,,8.8,10.6,11.6,11.5,10.4
108,2015-04-07 20:00,8,,3.1,50,60,6.4,0.6,1013,1023.5,0,,,,,,,,2000,,,7.4,9.5,11,11.4,10.4
108,2015-04-07 21:00,7.7,,2.6,50,62,6.5,0.8,1014.1,1024.7,,,,,8,8,Sc,10,1800,0,,7,8.8,10.5,11.2,10.5
108,2015-04-07 22:00,7.2,,3.4,50,66,6.7,1.2,1014.6,1025.2,,,,,,,,,2000,,,6.6,8.3,10.1,11,10.5
108,2015-04-07 23:00,6.7,,2.7,50,68,6.7,1.2,1015.4,1026,,,,,,,,,2000,,,6,7.9,9.6,10.7,10.4
108,2015-04-08 0:00,6.2,,3.5,50,70,6.6,1.1,1015.8,1026.5,,,,,7,7,Sc,10,2000,,,5.6,7.5,9.3,10.5,10.3
108,2015-04-08 1:00,5.7,,2.8,50,69,6.3,0.4,1015.8,1026.5,,,,,,,,,2000,,,4.8,6.9,8.9,10.2,10.3
108,2015-04-08 2:00,5.3,,2.7,50,69,6.1,0,1016,1026.7,,,,,,,,,2000,,,4.3,6.3,8.6,9.9,10.1
108,2015-04-08 3:00,4.9,,3.1,50,71,6.1,0,1015.7,1026.4,,,,,6,6,Sc,10,2000,0,,4.1,5.9,8.2,9.7,10
108,2015-04-08 4:00,4.6,,2.5,70,70,5.9,-0.4,1015.9,1026.6,,,,,6,6,Sc,10,2000,,,3.9,5.7,7.9,9.5,9.9
108,2015-04-08 5:00,4.3,,3.3,50,69,5.8,-0.8,1015.7,1026.4,,,,,5,5,Sc,10,2000,,,3.6,5.4,7.6,9.3,9.8
108,2015-04-08 6:00,3.7,,3.4,50,73,5.8,-0.7,1015.8,1026.5,,,,,3,3,Sc,10,2000,,,2.7,4.9,7.4,9.1,9.6
108,2015-04-08 7:00,3.7,,2.4,70,69,5.5,-1.4,1016.3,1027.1,0.2,0.13,,,2,2,Sc,10,2000,,,3.5,4.7,7,8.9,9.5
108,2015-04-08 8:00,5.8,,3.8,70,61,5.6,-1.1,1016.5,1027.2,1,0.62,,,2,2,Sc,10,1600,,,7.9,6.5,7.1,8.8,9.4
108,2015-04-08 9:00,7.2,,2.4,70,56,5.7,-1,1016.7,1027.3,0.9,0.98,,,7,7,Sc,10,1600,0,,11.8,8.4,7.5,8.7,9.4
108,2015-04-08 10:00,8.6,,2,70,55,6.1,0,1017,1027.6,0.6,1.33,,,4,4,Sc,10,1600,,,15.1,10.8,8.3,8.8,9.3
108,2015-04-08 11:00,10.4,,1.6,20,49,6.2,0.1,1016.3,1026.8,0.8,1.92,,,6,6,Sc,10,1500,,,16.9,13.8,9.5,9.1,9.3
108,2015-04-08 12:00,12.2,,1.6,70,41,5.8,-0.6,1015.5,1025.9,0.5,1.63,,,7,6,ScCi,10,1500,,,24.4,14.3,10.5,9.4,9.3
108,2015-04-08 13:00,13.1,,3.6,290,39,5.9,-0.5,1014.9,1025.2,0.8,2.39,,,7,6,ScCi,10,1400,,,23.9,17.7,11.8,9.9,9.4
108,2015-04-08 14:00,12.1,,2.2,320,39,5.5,-1.4,1014.3,1024.7,0.2,0.95,,,8,7,ScCi,10,1400,,,17.3,15.7,12.8,10.6,9.4
108,2015-04-08 15:00,12,,3.1,340,38,5.3,-1.9,1013.7,1024.1,0.3,0.99,,,6,5,ScCi,10,1400,0,,16.5,14.6,12.8,11.1,9.6
108,2015-04-08 16:00,13.6,,3.7,270,34,5.3,-1.9,1013.4,1023.7,0.6,1.51,,,3,3,Sc,10,1500,,,19.4,15.1,12.9,11.4,9.9
108,2015-04-08 17:00,12.9,,4.5,290,34,5,-2.6,1013.5,1023.8,1,1.39,,,2,2,Sc,10,1500,,,13.1,14.9,13.2,11.7,10.1
108,2015-04-08 18:00,12,,3.4,290,34,4.8,-3.4,1013.3,1023.7,1,0.69,,,1,1,Sc,10,1500,,,10.6,13.1,12.9,11.9,10.2
108,2015-04-08 19:00,10,,4.1,270,44,5.4,-1.7,1013.8,1024.3,0.4,0.16,,,,,,,1700,,,7.9,11.2,12.3,11.9,10.3
108,2015-04-08 20:00,9.1,,3.6,270,44,5.1,-2.5,1014.1,1024.6,0,0,,,,,,,1800,,,6.7,9.5,11.5,11.7,10.4
108,2015-04-08 21:00,8.2,,3,270,48,5.2,-2.1,1014.8,1025.3,,,,,0,0,,,2000,0,,5.8,8.5,10.8,11.5,10.5
108,2015-04-08 22:00,7.5,,2.9,270,55,5.7,-0.9,1014.8,1025.4,,,,,,,,,2000,,,5.4,7.8,10.1,11.2,10.5
108,2015-04-08 23:00,6.7,,0.5,140,57,5.6,-1.2,1015,1025.6,,,,,,,,,2000,,,4.5,7,9.5,10.8,10.4
108,2015-04-09 0:00,6.4,,2.3,270,59,5.7,-1,1015.1,1025.7,,,,,0,0,,,1900,,,4.1,6.2,9,10.5,10.3
108,2015-04-09 1:00,5.8,,0.3,0,61,5.6,-1.1,1015.1,1025.8,,,,,,,,,1900,,,3.7,5.7,8.5,10.1,10.2
108,2015-04-09 2:00,5.4,,1.2,50,56,5,-2.6,1015,1025.7,,,,,,,,,1900,,,3.4,5.3,8.1,9.7,10.1
108,2015-04-09 3:00,5.2,,0.7,20,55,4.9,-3.1,1015.1,1025.8,,,,,0,0,,,2000,0,,3.3,5,7.7,9.5,9.9
108,2015-04-09 4:00,4.7,,1.5,290,60,5.1,-2.4,1014.9,1025.6,,,,,0,0,,,1900,,,2.6,4.6,7.4,9.2,9.8
108,2015-04-09 5:00,4.1,,0.2,0,61,5,-2.7,1015.2,1025.9,,,,,0,0,,,1600,,,2.1,4.2,7,9,9.6
108,2015-04-09 6:00,3.8,,1.2,50,62,5,-2.8,1015.4,1026.1,,,,,3,3,Sc,10,1800,,,2.1,3.8,6.7,8.7,9.4
108,2015-04-09 7:00,4.3,,1.4,20,58,4.8,-3.2,1015.7,1026.4,0,0.13,,,6,2,ScCi,10,1800,,,3.9,4.4,6.5,8.5,9.3
108,2015-04-09 8:00,5.9,,2.6,50,48,4.5,-4.2,1015.3,1026,0.6,0.47,,,6,0,Ci,,2000,,,7.2,5.9,6.6,8.4,9.3
108,2015-04-09 9:00,8.4,,1.8,50,38,4.2,-5.1,1015.9,1026.4,1,1.12,,,8,0,Ci,,1200,0,,13,9,7.2,8.4,9.2
108,2015-04-09 10:00,10.9,,1.8,140,38,5,-2.8,1015.8,1026.3,1,1.56,,,7,0,Ci,,1000,,,18.4,12,8.2,8.5,9.2
108,2015-04-09 11:00,12.4,,1.4,180,37,5.3,-1.9,1015.4,1025.8,1,2.07,,,8,0,Ci,,1000,,,21.7,15.1,9.6,8.9,9.1
108,2015-04-09 12:00,13.3,,3,250,40,6.1,0,1014.7,1025,1,2.22,,,8,3,ScCi,10,1000,,,21.5,17.2,11.3,9.4,9.1
108,2015-04-09 13:00,14.7,,2.8,250,33,5.5,-1.4,1013.9,1024.2,1,2.32,,,3,3,Sc,10,1000,,,25.4,18.9,12.6,10.1,9.2
108,2015-04-09 14:00,15.5,,1.3,50,29,5.1,-2.4,1013.2,1023.5,1,2.52,,,3,3,Sc,10,1000,,,25.1,20,13.9,10.8,9.4
108,2015-04-09 15:00,16.2,,2.5,200,28,5.2,-2.3,1012.5,1022.7,1,2.21,,,3,3,Sc,10,900,0,40,24.3,19.8,14.9,11.6,9.6
108,2015-04-09 16:00,15.6,,4.2,250,31,5.5,-1.4,1012.1,1022.3,1,1.7,,,2,2,Sc,10,900,,40,19.8,18.5,15.4,12.3,9.9
108,2015-04-09 17:00,14.5,,4.2,250,33,5.4,-1.6,1012.1,1022.3,1,1.16,,,0,0,,,1000,,40,14.6,16.7,15.2,12.7,10.2
108,2015-04-09 18:00,12.9,,4.2,290,36,5.4,-1.8,1012.6,1022.9,1,0.58,,,0,0,,,1200,,,11.8,14.6,14.6,13,10.5
108,2015-04-09 19:00,11.2,,4,270,39,5.2,-2.2,1012.8,1023.2,0.2,0.14,,,,,,,1800,,,9.1,12.5,13.7,12.9,10.7
108,2015-04-09 20:00,10.3,,2.4,290,36,4.5,-4.1,1013.4,1023.9,0,0,,,,,,,2000,,,7.7,10.8,12.7,12.7,10.8
108,2015-04-09 21:00,9.5,,3,250,37,4.4,-4.4,1013.9,1024.4,,,,,0,0,,,1600,0,,6.7,9.6,11.9,12.4,10.9
108,2015-04-09 22:00,8.8,,2.4,270,38,4.3,-4.7,1013.7,1024.2,,,,,,,,,1800,,,5.9,8.8,11.1,12,10.9
108,2015-04-09 23:00,7.9,,1.8,290,43,4.6,-3.9,1013.5,1024,,,,,,,,,2000,,,5.3,7.9,10.5,11.6,10.8
108,2015-04-10 0:00,7.2,,2.8,270,48,4.9,-3,1013.7,1024.3,,,,,0,0,,,2000,,,4.8,7.3,9.8,11.2,10.7
108,2015-04-10 1:00,6.8,,2.2,250,57,5.6,-1.1,1013.8,1024.4,,,,,,,,,1900,,,4.4,6.8,9.3,10.9,10.7
108,2015-04-10 2:00,6.3,,1.9,270,62,5.9,-0.4,1013.5,1024.1,,,,,,,,,1600,,,4.1,6.3,8.9,10.5,10.5
108,2015-04-10 3:00,5.8,,0.6,320,60,5.6,-1.3,1013.3,1023.9,,,,,1,0,Ci,,1600,0,,3.8,5.9,8.5,10.2,10.4
108,2015-04-10 4:00,5.3,,1.9,50,58,5.2,-2.3,1012.9,1023.6,,,,,1,0,Ci,,1800,,,3.3,5.4,8.1,9.8,10.2
108,2015-04-10 5:00,5,,0.5,360,53,4.6,-3.8,1012.9,1023.6,,,,,0,0,,,1800,,,2.9,4.9,7.7,9.6,10.1
108,2015-04-10 6:00,4.7,,1.7,50,57,4.9,-3.1,1012.8,1023.5,,,,,0,0,,,1600,,,2.5,4.5,7.4,9.3,9.9
108,2015-04-10 7:00,5,,0.6,20,53,4.6,-3.8,1012.9,1023.6,0,0.13,,,0,0,,,1400,,,3.6,4.6,7.1,9.1,9.7
108,2015-04-10 8:00,6.9,,0.9,20,46,4.6,-3.9,1013.2,1023.8,1,0.57,,,0,0,,,1600,,,8.8,6.8,7.2,9,9.7
108,2015-04-10 9:00,9.9,,0.6,200,35,4.3,-4.8,1013.2,1023.7,1,1.19,,,0,0,,,1200,0,,15.3,10.5,7.8,8.9,9.6
108,2015-04-10 10:00,12.4,,1.8,290,32,4.6,-3.8,1013.2,1023.6,1,1.78,,,0,0,,,1000,,,21,14.2,9.1,9.1,9.5
108,2015-04-10 11:00,14.9,,2.6,340,29,4.9,-3,1013,1023.3,1,2.28,,,0,0,,,900,,40,24.3,17,10.6,9.4,9.5
108,2015-04-10 12:00,15.9,,4,320,25,4.5,-4.1,1012.3,1022.5,1,2.68,,,0,0,,,800,,40,26.7,18.5,12.3,10,9.5
108,2015-04-10 13:00,16.7,,3.9,320,24,4.5,-4,1011.8,1022,1,2.76,,,0,0,,,900,,40,26.6,19.5,13.7,10.8,9.6
108,2015-04-10 14:00,18.1,,4.1,290,21,4.3,-4.6,1011,1021.1,1,2.7,,,0,0,,,1000,,40,27,20.2,14.9,11.6,9.8
108,2015-04-10 15:00,18.5,,4.3,290,22,4.7,-3.6,1010.3,1020.4,1,2.4,,,0,0,,,1500,0,,25.9,20.1,15.7,12.3,10.1
108,2015-04-10 16:00,18.7,,5.2,270,22,4.8,-3.4,1009.8,1019.8,1,1.95,,,0,0,,,1500,,,22.6,19.3,16.2,13,10.4
108,2015-04-10 17:00,18.4,,4.3,270,26,5.5,-1.4,1010,1020.1,1,1.35,,,0,0,,,1500,,,16.7,18,16.1,13.5,10.7
108,2015-04-10 18:00,15.9,,5.4,270,33,6,-0.3,1010.8,1021,1,0.7,,,0,0,,,1800,,,13.7,16.2,15.7,13.7,11
108,2015-04-10 19:00,13.4,,4.7,270,36,5.6,-1.3,1011.2,1021.5,0.6,0.18,,,,,,,1900,,,10.7,13.9,14.8,13.7,11.2
108,2015-04-10 20:00,12.3,,3.9,270,41,5.9,-0.5,1011.7,1022.1,0,0,,,,,,,1900,,,9.2,12.2,13.8,13.5,11.4
108,2015-04-10 21:00,11.7,,3.5,290,43,5.9,-0.4,1012.4,1022.8,,,,,0,0,,,1800,0,,8.3,11.1,13,13.2,11.5
108,2015-04-10 22:00,11.2,,2.8,290,46,6.1,0,1012.5,1022.9,,,,,,,,,1900,,,7.7,10.3,12.3,12.9,11.5
108,2015-04-10 23:00,10.9,,3.1,290,46,6,-0.2,1012.7,1023.1,,,,,,,,,1800,,,7.1,9.6,11.7,12.5,11.4
108,2015-04-11 0:00,10.3,,2.8,250,49,6.1,0,1013.4,1023.9,,,,,0,0,,,1600,,,6.7,9.2,11.1,12.2,11.4
108,2015-04-11 1:00,9.4,,2,270,56,6.6,1,1013.6,1024.1,,,,,,,,,1600,,,6,8.4,10.6,11.8,11.3
108,2015-04-11 2:00,8.5,,1.5,250,59,6.5,0.9,1013.6,1024.1,,,,,,,,,1600,,,5.4,7.6,10.1,11.5,11.2
108,2015-04-11 3:00,7.9,,1.4,270,61,6.5,0.8,1013.5,1024,,,,,0,0,,,1300,0,,5,7.1,9.6,11.2,11
108,2015-04-11 4:00,7.6,,2.2,290,62,6.4,0.7,1013.8,1024.4,,,,,0,0,,,1300,,,4.7,6.8,9.2,10.9,10.9
108,2015-04-11 5:00,7.4,,2,250,63,6.5,0.8,1014.3,1024.9,,,,,0,0,,,1200,,,4.7,6.6,8.9,10.6,10.7
108,2015-04-11 6:00,6.9,,0.8,250,65,6.4,0.7,1014.7,1025.3,,,,,0,0,,,1100,,,4.1,6.1,8.6,10.3,10.6
108,2015-04-11 7:00,6.9,,1.6,70,63,6.2,0.3,1014.9,1025.5,0.3,0.14,,,0,0,,,1000,,,5.2,6.1,8.3,10,10.5
108,2015-04-11 8:00,9.1,,1.6,50,55,6.3,0.5,1015.1,1025.6,1,0.64,,,0,0,,,1100,,,10.7,8.5,8.4,9.8,10.4
108,2015-04-11 9:00,12.1,,1.3,70,46,6.5,0.8,1015.2,1025.6,1,1.22,,,0,0,,,1100,0,,16.7,12,9.1,9.8,10.4
108,2015-04-11 10:00,14.1,,1.2,270,40,6.4,0.6,1015.7,1026,1,1.78,,,0,0,,,900,,40,22,15.3,10.2,10,10.3
108,2015-04-11 11:00,16.3,,3.5,230,35,6.4,0.7,1015.7,1025.9,1,2.2,,,0,0,,,800,,40,24.7,18.5,11.9,10.4,10.2
108,2015-04-11 12:00,17.9,,3.2,230,31,6.3,0.5,1015.1,1025.2,1,2.51,,,0,0,,,700,,40,27.1,20.6,13.5,11,10.2
108,2015-04-11 13:00,19.2,,2.8,270,19,4.2,-5,1014.3,1024.4,1,2.69,,,0,0,,,900,,40,29.5,22.2,15.1,11.8,10.4
108,2015-04-11 14:00,20.2,,3.7,250,23,5.4,-1.6,1013.7,1023.8,1,2.5,,,0,0,,,900,,40,29.5,22.5,16.3,12.6,10.6
108,2015-04-11 15:00,20.4,,4.8,250,21,5,-2.6,1013.2,1023.3,1,2.24,,,0,0,,,1300,0,40,28.4,22.2,17.1,13.3,10.9
108,2015-04-11 16:00,19.7,,5.3,270,24,5.5,-1.4,1013,1023,1,1.83,,,0,0,,,1400,,,24.7,20.8,17.4,14,11.2
108,2015-04-11 17:00,19,,4.1,270,20,4.4,-4.5,1013.1,1023.2,1,1.29,,,0,0,,,1900,,,18.7,19.3,17.3,14.5,11.5
108,2015-04-11 18:00,17.5,,4.9,270,23,4.6,-3.8,1013.8,1023.9,1,0.66,,,0,0,,,1900,,,15.5,17.3,16.8,14.8,11.7
108,2015-04-11 19:00,15.8,,3.7,270,29,5.2,-2.2,1014.2,1024.5,0.3,0.17,,,,,,,1400,,,12.7,15.3,15.9,14.7,12
108,2015-04-11 20:00,14.8,,3.2,290,33,5.6,-1.3,1015.3,1025.6,0,0,,,,,,,1500,,,11.1,13.6,15,14.5,12.1
108,2015-04-11 21:00,13.9,,2.6,320,31,4.9,-2.9,1015.9,1026.2,,,,,3,0,Ci,,1500,0,,9.8,12.5,14.2,14.2,12.2
108,2015-04-11 22:00,12.8,,2,270,33,4.9,-3.1,1016,1026.4,,,,,,,,,1600,,,8.9,11.5,13.4,13.8,12.2
108,2015-04-11 23:00,12.3,,2.4,270,33,4.7,-3.5,1016,1026.4,,,,,,,,,1600,,,8.2,10.7,12.7,13.4,12.2
108,2015-04-12 0:00,11.6,,1.1,270,36,4.9,-2.9,1016.3,1026.7,,,,,0,0,,,1200,,,7.6,10,12.2,13.1,12.1
108,2015-04-12 1:00,10.6,,0.9,250,37,4.7,-3.5,1016.2,1026.7,,,,,,,,,1500,,,7,9.3,11.6,12.7,12
108,2015-04-12 2:00,9.8,,0.6,180,38,4.6,-3.8,1015.7,1026.2,,,,,,,,,1500,,,6.4,8.5,11.1,12.4,11.9
108,2015-04-12 3:00,9.5,,1.8,50,42,5,-2.7,1015.3,1025.8,,,,,3,0,Ci,,1200,0,,6.1,8.3,10.6,12,11.7
108,2015-04-12 4:00,9.2,,2.1,50,43,5,-2.7,1015,1025.5,,,,,4,0,Ci,,1000,,,6.1,8.1,10.3,11.7,11.6
108,2015-04-12 5:00,9.1,,2.1,50,45,5.2,-2.2,1015,1025.5,,,,,7,0,Ci,,1000,,,6.2,8,9.9,11.4,11.4
108,2015-04-12 6:00,9.4,,2.4,50,46,5.4,-1.6,1015.2,1025.7,,,,,8,0,Ci,,1200,,,6.5,8.1,9.7,11.2,11.3
108,2015-04-12 7:00,9.7,,3.4,70,41,4.9,-2.9,1015.3,1025.8,0,0.11,,,8,0,Ci,,1200,,,7.4,8.4,9.5,11,11.2
108,2015-04-12 8:00,11.1,,3.2,70,38,5,-2.7,1015.1,1025.5,0,0.43,,,9,0,Ci,,1400,,,9.9,9.6,9.6,10.9,11.1
108,2015-04-12 9:00,13.7,,3,70,33,5.2,-2.3,1015.2,1025.5,0.9,1,,,8,0,Ci,,1400,0,,15.4,12.3,10.2,10.8,11
108,2015-04-12 10:00,15.4,,2.9,70,31,5.4,-1.6,1015.1,1025.4,0.4,1.18,,,8,0,Ci,,1400,,,17.2,14.3,11.1,11,11
108,2015-04-12 11:00,17.6,,3.5,90,29,5.8,-0.6,1014.7,1024.8,1,1.83,,,8,0,Ci,,1400,,,22.4,16.9,12.2,11.2,10.9
108,2015-04-12 12:00,19.5,,2.4,90,22,5,-2.8,1014,1024,1,2.18,,,8,0,Ci,,1800,,,25.6,19.5,13.5,11.7,11
108,2015-04-12 13:00,20,,2.8,70,24,5.6,-1.2,1013.2,1023.3,0.5,1.74,,,8,0,Ci,,1600,,,24.3,20.1,14.9,12.3,11
108,2015-04-12 14:00,20.2,,3.1,90,21,5,-2.8,1012.6,1022.7,0,1.19,,,8,0,Ci,,1800,,,22.1,19.6,15.6,12.9,11.2
108,2015-04-12 15:00,20.2,,3.2,110,20,4.7,-3.5,1011.7,1021.8,0,1.14,,,9,0,Ci,,2000,0,,21.6,19.6,15.9,13.4,11.4
108,2015-04-12 16:00,20,,2.2,110,18,4.2,-5,1011.3,1021.4,0,0.81,,,9,0,Ci,,2000,,,19.6,18.9,16,13.7,11.6
108,2015-04-12 17:00,19.5,,3.5,140,18,4.1,-5.4,1011.4,1021.4,0,0.54,,,9,0,Ci,,2000,,,17.6,17.5,15.9,14,11.8
108,2015-04-12 18:00,18.8,,3.5,140,18,3.9,-6,1012.1,1022.2,0,0.35,,,9,0,Ci,,2000,,,15.5,16.5,15.6,14.1,11.9
108,2015-04-12 19:00,17.9,,3,90,20,4.1,-5.4,1012.2,1022.3,0,0.1,,,,,,,2000,,,13.6,15.2,15,14.1,12.1
108,2015-04-12 20:00,16.7,,2.7,90,22,4.2,-5.1,1012.6,1022.8,0,0,,,,,,,2000,,,11.8,13.9,14.4,14,12.1
108,2015-04-12 21:00,15.7,,5,70,32,5.7,-0.9,1013.4,1023.6,,,,,9,2,ScCi,10,2000,0,,11.3,13.1,13.8,13.7,12.2
108,2015-04-12 22:00,14.6,,5.2,70,29,4.8,-3.2,1014,1024.3,,,,,,,,,2000,,,10.9,12.6,13.3,13.5,12.2
108,2015-04-12 23:00,13.5,,6,70,28,4.3,-4.6,1014.1,1024.4,,,,,,,,,1300,,,9.7,11.9,12.9,13.3,12.1
108,2015-04-13 0:00,12.4,,6.3,70,32,4.6,-3.8,1013.9,1024.3,,,,,9,4,AcCi,32,2000,,,9.5,11.3,12.5,13,12.1
108,2015-04-13 1:00,11.6,,6.1,70,41,5.6,-1.2,1013.7,1024.1,,,,,,,,,2000,,,9.2,10.9,12.1,12.8,12
108,2015-04-13 2:00,11.1,,6.2,70,48,6.3,0.4,1013,1023.4,,,,,,,,,2000,,,9.2,10.6,11.8,12.6,11.9
108,2015-04-13 3:00,10.9,,6.6,70,50,6.5,0.8,1012.1,1022.5,,,,,8,0,Ci,,2000,0,,8.9,10.4,11.5,12.3,11.8
108,2015-04-13 4:00,10.7,,6.3,70,50,6.4,0.6,1011.4,1021.8,,,,,7,7,Ac,32,2000,,,8.8,10.1,11.3,12.1,11.7
108,2015-04-13 5:00,10.6,,6.8,70,47,6,-0.2,1011.1,1021.5,,,,,8,6,AcCi,32,2000,,,8.7,9.9,11.1,11.9,11.7
108,2015-04-13 6:00,10.5,,6,70,45,5.7,-0.9,1011.3,1021.7,,,,,10,3,ScAs,10,2000,,,8.5,9.7,10.9,11.8,11.6
108,2015-04-13 7:00,10.5,,6.2,70,42,5.4,-1.8,1011.3,1021.7,0,0.12,,,7,3,ScAc,10,2000,,,8.9,9.7,10.7,11.6,11.5
108,2015-04-13 8:00,10.8,,6.5,70,39,5,-2.6,1011.3,1021.7,0.4,0.42,,,6,2,ScAc,10,2000,,,10.5,10.2,10.7,11.5,11.4
